你作为股票分析专家,请详细公司财务报表，揭示公司财务健康状况。采用资产负债表相关指标
                资产负债率：
                流动比率：
                速动比率：
                利润表相关指标
                毛利率：
                净利率：
                净资产收益率（ROE）：
                现金流量表相关指标
                经营活动现金流量净额：
                自由现金流量：
                市盈率法（P/E）
                市净率法（P/B）
                现金流折现法（DCF）等等科学方法，评估公司的财务健康状况和公司当前股票的估值状况，提供财务投资建议当前股票财务介绍:
        资产负债表:
                SECUCODE SECURITY_CODE SECURITY_NAME_ABBR ORG_CODE REPORT_DATE DATE_TYPE_CODE FISCAL_YEAR STD_ITEM_CODE      STD_ITEM_NAME        AMOUNT     STD_REPORT_DATE
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001001               固定资产  1.514833e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001004               无形资产  1.004710e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001005                 商誉  9.670606e+06 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001008               在建工程  3.857615e+07 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001009             递延税项资产  5.756276e+08 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001017               长期投资  1.270643e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001018               证券投资  1.380138e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001022               其他投资  1.073312e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001997          非流动资产其他项目  8.505931e+08 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003001999            非流动资产合计  1.254118e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002003               应收帐款  6.832242e+08 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002010             现金及等价物  1.443223e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002016        交易性金融资产(流动)  2.654637e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002017      衍生金融工具-资产(流动)  4.647396e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002022                保证金  1.311373e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002023              结算备付金  3.323228e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002024       买入返售金融资产(流动)  3.184512e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002025               拆出资金  9.557270e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003002999             流动资产合计  5.888804e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003003001             资产其他项目  6.868092e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003005999                总资产  7.211603e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007001               应付账款  8.240943e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007003               应付税项  8.190736e+08 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007006         融资租赁负债(流动)  9.065721e+08 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007010            银行贷款及透支  9.711063e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007015        交易性金融负债(流动)  5.364812e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007016      衍生金融工具-负债(流动)  5.219510e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007017        职工薪酬及福利(流动)  5.413225e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007018              已发行债券  1.149713e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007019          卖出回购金融资产款  1.509310e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007020            代理买卖证券款  1.516107e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007021               拆入资金  9.979675e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007997           流动负债其他项目  3.315817e+07 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003007999             流动负债合计  5.856529e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003015001             长期银行贷款  3.589285e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003015003             递延税项负债  4.383071e+08 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003015999            非流动负债合计  4.027592e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003017001             负债其他项目  1.227638e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003019999                总负债  5.909081e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003021001            非控股股东权益  7.360394e+07 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025001                 股本  8.696527e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025004         保留溢利(累计亏损)  3.834508e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025005                公积金  4.559912e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025009               其他储备  2.064579e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025012            其他综合性收益  1.892106e+09 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025013             其他权益工具  1.500000e+10 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025997     归属于母公司股东权益其他项目           NaN 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003025999         归属于母公司股东权益  1.301786e+11 2024-12-31 00:00:00
06099.HK         06099               招商证券 10004774  2024-12-31            001       12-31     003029999             股东权益合计  1.302522e+11 2024-12-31 00:00:00
